erc_seq,erc_datetime,erc_addr,erc_amount,erc_idatetime,erc_iaddr,erc_memcode,erc_memid,erc_check,erc_hoocode,erc_idate,erc_odate,bit_sale_number,new_sale_number,erc_txid,erc_exchange,s_amount
221,2019-12-31 20:03:14.930,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,114942.5287,NULL,0x52A32f32086B67Aeca7091261F8e6b22E22f4cC8,0019041186,TOP7788,1,,20191231200314,20200101020314,2019123100029,2020010100001,trans20200101012622,0.00087,100
222,2019-12-31 21:25:09.183,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019052019,GBD18841,1,,20191231212509,20200101032509,2019123100030,2020010100001,trans20200101012628,0.00095,100
223,2019-12-31 21:46:06.420,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1052631.5789,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019120095,LJTS735912,1,0019120090,20191231214606,20200101034606,2019123100031,2020010100001,trans20200101012632,0.00095,1000
224,2019-12-31 21:57:36.717,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,105263.1579,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019042460,LBSB14991,1,,20191231215736,20200101035736,2019123100032,2020010100001,trans20200101012636,0.00095,100
225,2020-01-01 13:07:19.963,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,574712.6437,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019072318,LJTS73594,2,,20200101130719,20200101190719,2020010100001,NULL,NULL,0.00087,500
226,2020-01-02 12:04:29.203,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0xE4aD1C2e34452f25fCBB0446218a836DE09b9f9E,0020010005,HK0555,1,0019080828,20200102120429,20200102180429,2020010200001,2020010200008,trans20200102120758,0.00086,1000
227,2020-01-02 15:52:06.387,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,2325581.3953,NULL,0x0104398F92b8Fc7E4eF270f60c80bc9Ad8b8DDF8,0019100030,LHO98441,1,,20200102155206,20200102215206,2020010200003,2020010200014,trans20200102162439,0.00086,2000
228,2020-01-02 15:56:16.567,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,2325581.3953,NULL,0x0104398F92b8Fc7E4eF270f60c80bc9Ad8b8DDF8,0019100031,LHO98442,1,,20200102155616,20200102215616,2020010200004,2020010200017,trans20200102165915,0.00086,2000
229,2020-01-03 12:01:53.437,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,3488372.093,NULL,0x1FD3A6E6fEb980F46dc099147B2f4dBcB2919d9D,0019110054,BMJ26701,1,,20200103120153,20200103180153,2020010300001,2020010300002,trans20200103133909,0.00086,3000
230,2020-01-03 14:20:37.787,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0x52A32f32086B67Aeca7091261F8e6b22E22f4cC8,0019041165,QUEEN7788,0,,20200103142037,20200103202037,2020010300002,NULL,NULL,0.00086,1000
231,2020-01-03 15:29:09.523,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0x78f31dD8de8b8e778587607f1AE4e02CC87B884A,0019041958,CMJ02,1,,20200103152909,20200103212909,2020010300003,2020010300003,trans20200103153355,0.00086,100
232,2020-01-03 15:41:21.497,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0x78f31dD8de8b8e778587607f1AE4e02CC87B884A,0020010013,CMJ07,1,0019071498,20200103154121,20200103214121,2020010300004,2020010300005,trans20200103155931,0.00086,100
233,2020-01-03 15:45:51.800,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0x78f31dD8de8b8e778587607f1AE4e02CC87B884A,0019030003,CBS0991,1,,20200103154551,20200103214551,2020010300005,2020010300006,trans20200103155935,0.00086,100
234,2020-01-03 15:55:09.950,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0xCFf2E39f7C0d3C69836eB9B98998bd805EdB3318,0020010014,BJP01,1,0019080597,20200103155509,20200103215509,2020010300006,2020010300007,trans20200103155938,0.00086,100
235,2020-01-03 18:25:14.680,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0xd415c8F8fC7b290acE1481b801E691374D9E1f08,0019030042,HGD001,0,,20200103182514,20200104002514,2020010300007,NULL,NULL,0.00086,1000
236,2020-01-03 18:39:42.830,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,5813953.4884,NULL,0xd415c8F8fC7b290acE1481b801E691374D9E1f08,0019030069,HGD12,0,,20200103183942,20200104003942,2020010300008,NULL,NULL,0.00086,5000
237,2020-01-03 23:33:13.147,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,3488372.093,NULL,0xd415c8F8fC7b290acE1481b801E691374D9E1f08,0019030048,LOVE1004,0,,20200103233313,20200104053313,2020010300009,NULL,NULL,0.00086,3000
238,2020-01-04 11:18:53.490,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,9302325.5814,NULL,0xE4aD1C2e34452f25fCBB0446218a836DE09b9f9E,0020010012,MS3450,1,0019120085,20200104111853,20200104171853,2020010400001,2020010400003,trans20200104133335,0.00086,8000
239,2020-01-04 12:32:46.263,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0xe1eBD10a0dcEE23BF88b32c1524EF9D86A22F639,0019090200,HYUNGI56,0,,20200104123246,20200104183246,2020010400002,NULL,NULL,0.00086,1000
240,2020-01-05 15:02:01.363,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0xEe3244362f58B5339db2E94a04918a1C17B78eA2,0019120083,JANA3831,0,,20200105150201,20200105210201,2020010500001,NULL,NULL,0.00086,1000
241,2020-01-06 17:34:14.653,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,352941.1765,NULL,0x78f31dD8de8b8e778587607f1AE4e02CC87B884A,0020010019,CMJ08,1,0019080250,20200106173414,20200106233414,2020010600001,2020010600003,trans20200106180859,0.00085,300
242,2020-01-06 18:02:48.960,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1058823.5294,NULL,0xD7522248187aeb59A294e66c62B7b038b38EC830,0019063652,WYO9763,1,,20200106180248,20200107000248,2020010600002,2020010600004,trans20200106180901,0.00085,900
243,2020-01-07 12:21:56.847,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019100050,LISI65405,1,,20200107122156,20200107182156,2020010700001,2020010700003,trans20200107122849,0.00086,100
244,2020-01-07 14:07:05.397,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,232558.1395,NULL,0xddEC01048Fa91e557508d325F237678199AA6eaA,0019072318,LJTS73594,1,,20200107140705,20200107200705,2020010700002,2020010700004,trans20200107144108,0.00086,200
245,2020-01-07 14:54:56.467,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0x78D6CFa3a718780790Ef520729738A459092750D,0020010006,TEST11,1,,20200107145456,20200107205456,2020010700003,2020010700005,trans20200107150238,0.00086,100
246,2020-01-08 14:43:45.910,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1276595.7447,NULL,0xe1eBD10a0dcEE23BF88b32c1524EF9D86A22F639,0020010022,BST0039,2,0019090200,20200108144345,20200108204345,2020010800001,NULL,NULL,0.00094,1200
247,2020-01-08 14:53:08.763,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1063829.7872,NULL,0xe1eBD10a0dcEE23BF88b32c1524EF9D86A22F639,0020010022,BST0039,0,0019090200,20200108145308,20200108205308,2020010800002,NULL,NULL,0.00094,1000
248,2020-01-08 16:36:00.050,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,117647.0588,NULL,0xB35EDBa4530D95BBF1ad8C8C3CB23F1C42Eb17dE,0019052378,LHS6977,1,,20200108163600,20200108223600,2020010800003,2020010800007,trans20200108163841,0.00085,100
249,2020-01-09 15:45:27.350,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,348837.2093,NULL,0xCFf2E39f7C0d3C69836eB9B98998bd805EdB3318,0019030280,KEJ0209,1,,20200109154527,20200109214527,2020010900001,2020010900008,trans20200109154905,0.00086,300
250,2020-01-09 16:45:39.107,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0x65a270961D08b826c0d78DC3eA8E8A39926cBe25,0019052381,CBS6659,1,,20200109164539,20200109224539,2020010900002,2020010900009,trans20200109170847,0.00086,100
251,2020-01-09 16:48:33.600,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0x65a270961D08b826c0d78DC3eA8E8A39926cBe25,0019052891,CBS4221,1,,20200109164833,20200109224833,2020010900003,2020010900010,trans20200109170850,0.00086,100
252,2020-01-09 17:54:50.980,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,3488372.093,NULL,0x0dc30FF9C7ecb1F606aF40aDC19Ddf59b324BFBC,0019020019,KTOP207,1,,20200109175450,20200109235450,2020010900004,2020010900034,trans20200109180050,0.00086,3000
253,2020-01-10 13:27:17.660,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,3488372.093,NULL,0x5D6b8c0774625A3FE4333C232d24bAaa4b363Dcf,0020010052,PJH92620,1,0019120078,20200110132717,20200110192717,2020011000001,2020011000001,trans20200110140336,0.00086,3000
254,2020-01-10 13:59:18.157,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0xC1F26229E0F5f3ce389Ad10b4AAaa05dB1A26ffF,0019080514,KJS5549,1,,20200110135918,20200110195918,2020011000002,2020011000002,trans20200110140338,0.00086,1000
255,2020-01-10 14:05:13.780,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,3488372.093,NULL,0xC1F26229E0F5f3ce389Ad10b4AAaa05dB1A26ffF,0019080515,KTE01,1,,20200110140513,20200110200513,2020011000003,2020011000003,trans20200110140819,0.00086,3000
256,2020-01-13 15:05:34.813,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1149425.2874,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0019030281,NES9867,1,,20200113150534,20200113210534,2020011300001,2020011300003,trans20200113152527,0.00087,1000
257,2020-01-13 15:08:25.923,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,2298850.5747,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0019050710,NES01,0,,20200113150825,20200113210825,2020011300002,NULL,NULL,0.00087,2000
258,2020-01-13 15:45:08.593,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1149425.2874,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0020010056,NES03,1,0019080283,20200113154508,20200113214508,2020011300003,2020011300005,trans20200113162646,0.00087,1000
259,2020-01-13 15:48:37.257,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1149425.2874,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0020010057,NES04,1,0019080283,20200113154837,20200113214837,2020011300004,2020011300006,trans20200113162648,0.00087,1000
260,2020-01-13 16:02:35.837,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,574712.6437,NULL,0xCFf2E39f7C0d3C69836eB9B98998bd805EdB3318,0019030180,LYH0603,1,,20200113160235,20200113220235,2020011300005,2020011300007,trans20200113162651,0.00087,500
261,2020-01-13 16:47:30.437,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1149425.2874,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0020010058,NES05,1,0020010056,20200113164730,20200113224730,2020011300006,2020011300008,trans20200113165228,0.00087,1000
262,2020-01-13 16:50:51.097,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1149425.2874,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0020010059,NES06,1,0019050710,20200113165051,20200113225051,2020011300007,2020011300009,trans20200113165230,0.00087,1000
263,2020-01-13 16:53:43.197,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0020010060,NES07,1,0019050710,20200113165343,20200113225343,2020011300008,2020011300010,trans20200113170540,0.00086,1000
264,2020-01-13 17:06:46.483,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,465116.2791,NULL,0x78f31dD8de8b8e778587607f1AE4e02CC87B884A,0019020133,KBY8416,1,,20200113170646,20200113230646,2020011300009,2020011300011,trans20200113173636,0.00086,400
265,2020-01-13 17:13:49.543,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,116279.0698,NULL,0xCFf2E39f7C0d3C69836eB9B98998bd805EdB3318,0019052382,CS3766,1,,20200113171349,20200113231349,2020011300010,2020011300012,trans20200113173639,0.00086,100
266,2020-01-14 15:19:17.247,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1149425.2874,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0020010059,NES06,1,,20200114151917,20200114211917,2020011400001,2020011400003,trans20200114152142,0.00087,1000
267,2020-01-14 16:49:52.553,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0x0dc30FF9C7ecb1F606aF40aDC19Ddf59b324BFBC,0019071144,LSH9919,1,,20200114164952,20200114224952,2020011400002,2020011400006,trans20200114170318,0.00086,1000
268,2020-01-14 18:07:57.120,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0xC5248BCA5341bc6950185eC188E5AB4c20E2Ea2c,0019072377,KJS1270,1,,20200114180757,20200115000757,2020011400003,2020011400009,trans20200114181428,0.00086,1000
269,2020-01-14 18:20:35.063,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,4534883.7209,NULL,0xC5248BCA5341bc6950185eC188E5AB4c20E2Ea2c,0019110059,KJS004,1,,20200114182034,20200115002034,2020011400004,2020011400010,trans20200114183607,0.00086,3900
270,2020-01-15 13:58:12.553,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1162790.6977,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0020010057,NES04,1,,20200115135812,20200115195812,2020011500001,2020011500001,trans20200115141206,0.00086,1000
271,2020-01-15 15:38:24.523,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1052631.5789,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0020010059,NES06,1,,20200115153824,20200115213824,2020011500002,2020011500004,trans20200115160053,0.00095,1000
272,2020-01-15 16:16:37.173,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,2105263.1579,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0020010060,NES07,1,,20200115161636,20200115221636,2020011500003,2020011500005,trans20200115162516,0.00095,2000
273,2020-01-15 16:35:09.073,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,2105263.1579,NULL,0xa516F55bc6ec81FaF165Dd3C241360F1BE938b21,0020010062,NES08,1,0020010056,20200115163509,20200115223509,2020011500004,2020011500007,trans20200115170053,0.00095,2000
274,2020-01-15 16:42:11.563,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,526315.7895,NULL,0xCFf2E39f7C0d3C69836eB9B98998bd805EdB3318,0019020080,PSW5977,1,,20200115164211,20200115224211,2020011500005,2020011500006,trans20200115170043,0.00095,500
275,2020-01-15 17:35:06.110,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,1052631.5789,NULL,0x3618651B0d861cb9A1537565a828E1fDba2619ac,0020010063,LGS9302,2,0019051272,20200115173506,20200115233506,2020011500006,NULL,NULL,0.00095,1000
276,2020-01-15 18:02:03.947,0x4Cead48cEf0d1B136e9937DC2Ed969318Dd2Ce31,961538.4615,NULL,0x3618651B0d861cb9A1537565a828E1fDba2619ac,0020010063,LGS9302,1,0019051272,20200115180203,20200116000203,2020011500007,2020011500008,trans20200115180752,0.00104,1000
